"Artist" "Track" "Album" "danceability" "energy" "loudness" "speechiness" "acousticness" "instrumentalness" "liveness" "tempo" "length" "time_signature" "A" "B" "C" "D" "AnB" "AnC" "AnD" "BnC" "BnD" "CnD" "AnBnC" "AnBnD" "AnCnD" "BnCnD" "AnBnCnD"
"5305" "The Sea and Cake" "Sound & Vision" "One Bedroom" 0.692 0.849 -9.472 0.0532 0.00311 0.0667 0.117 109.967 246627 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5306" "Sheffield" "You and Me and Christmastime" "Merry Christmas, Baby" 0.796 0.408 -10.629 0.0532 0.28 0 0.12 120.084 194087 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5307" "Rostam" "Wood" "Circles" 0.779 0.362 -10.847 0.0474 0.135 0.206 0.111 85.011 286387 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5308" "Orange Skyline" "Out Of The Blue" "Out Of The Blue (Remastered)" 0.523 0.922 -8.864 0.0377 7.46e-05 0.867 0.0749 140.033 234187 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5309" "Imanbek" "Fighter" "Fighter" 0.706 0.661 -5.87 0.0513 0.117 0 0.166 116.072 153173 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5310" "Benji Hughes" "Freaky Feedback Blues" "Songs in the Key of Animals" 0.924 0.365 -10.303 0.0402 0.204 0.00028 0.0767 103.018 224160 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5311" "Radical Face" "One Last Dream" "One Last Dream" 0.216 0.206 -17.137 0.0384 0.911 0.919 0.11 67.41 292682 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5312" "De La Soul" "Drawn" "and the Anonymous Nobody..." 0.71 0.317 -12.351 0.0335 0.549 0.00289 0.43 104.016 333499 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5313" "Gregory Alan Isakov" "Amsterdam" "The Weatherman" 0.553 0.429 -12.51 0.0283 0.921 0.135 0.115 152.047 198640 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5314" "Patricia Lalor" "Vessel" "Vessel" 0.532 0.281 -10.604 0.0284 0.754 0.000313 0.0824 105.077 208242 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5315" "Naked Cameo" "Sockhop" "Of Two Minds" 0.642 0.396 -8.541 0.0461 0.625 0 0.0959 84.951 268220 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5316" "DJ Jazzy Jeff & The Fresh Prince" "Guys Ain't Nothing But Trouble (feat. Ice Cream Tee)" "Rock The House" 0.851 0.384 -14.585 0.335 0.174 0 0.179 92.782 271333 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5317" "So Kindly" "Say Hyena" "Nothing to Noise" 0.805 0.394 -8.94 0.101 0.74 0.000341 0.0902 115.012 237917 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5318" "Thylacine" "Anatolia" "Anatolia" 0.795 0.645 -11.672 0.0675 0.152 0.831 0.108 120.009 309847 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5319" "Sufjan Stevens" "To Be Alone With You" "Seven Swans" 0.519 0.163 -18.131 0.0489 0.926 0.751 0.115 142.119 168040 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5320" "Wax Tailor" "Que Sera" "Tales of the Forgotten Melodies" 0.714 0.721 -5.049 0.0783 0.273 0.245 0.174 83.021 164093 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5321" "SEATBELTS" "Tank!" "COWBOY BEBOP (Original Motion Picture Soundtrack)" 0.401 0.902 -6.814 0.154 0.0296 0.918 0.614 137.363 210333 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5322" "Christina Aguilera" "Have Yourself a Merry Little Christmas" "My Kind Of Christmas" 0.244 0.274 -10.433 0.04 0.871 1.18e-05 0.0897 68.534 243133 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5323" "The Mowgli's" "Bad Dream" "Kids In Love" 0.502 0.847 -5.356 0.0511 0.00111 0 0.109 83.509 187813 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5324" "1969 Collective" "Fatal Line" "Fatal Line" 0.447 0.442 -9.064 0.0281 0.822 0.00325 0.0929 101.793 181933 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5325" "The Naked And Famous" "Young Blood" "Passive Me, Aggressive You" 0.579 0.865 -4.692 0.0302 5.63e-05 0.000221 0.649 104.99 246600 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5326" "Big D and the Kids Table" "Stepping Out" "Stomp" 0.5 0.99 -2.847 0.0951 0.00426 0 0.0785 180.123 181001 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5327" "Eliza Shaddad" "Blossom" "The Woman You Want" 0.497 0.366 -10.734 0.0379 0.715 0.092 0.354 155.824 205902 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5328" "Viola Beach" "Call You Up" "Viola Beach" 0.448 0.601 -7.448 0.0473 0.229 0 0.137 131.189 298027 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5329" "Map Of Africa" "Bone" "Bones" 0.773 0.742 -3.678 0.046 0.0206 0 0.0754 114.071 165265 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5330" "Ann Peebles" "I Can't Stand the Rain" "I Can't Stand the Rain" 0.727 0.387 -12.333 0.0412 0.248 0.0102 0.0625 160.395 150400 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5331" "Albin Svensson" "Storytelling" "Storytelling" 0.396 0.0402 -24.137 0.0406 0.995 0.944 0.12 102.655 141356 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5332" "Arcade Fire" "Suburban War" "The Suburbs (Deluxe)" 0.316 0.858 -5.813 0.0372 0.121 0.144 0.129 119.909 285293 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5333" "The Gene Dudley Group" "Inspector Norse" "Zambidoose" 0.828 0.809 -7.044 0.0729 0.0135 0.824 0.0393 125.998 185451 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5334" "Jackie Mittoo" "Darker Shade of Black" "Keyboard King at Studio One" 0.688 0.558 -7.259 0.0894 0.118 0.914 0.088 87.481 194293 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5335" "Milky Chance" "Cocoon - Acoustic" "Blossom (Deluxe)" 0.744 0.659 -6.755 0.0343 0.0994 0.000267 0.0622 114.037 255160 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5336" "Whitney" "No Woman" "Light Upon the Lake" 0.586 0.4 -8.739 0.0289 0.893 0.578 0.161 112.33 237973 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5337" "Giant Rooks" "What I Know Is All Quicksand" "rookery live tapes" 0.596 0.38 -9.316 0.028 0.704 2.61e-05 0.173 133.065 412964 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5338" "Erik Satie" "Uspud, Act II (Version for Piano): No. 38, —" "Satie: Esoteric Works, Vol. 2 – Vexations, Uspud, Messe des pauvres" 0.649 0.00036 -41.958 0.698 0.996 0.923 0.0674 137.572 56293 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5339" "mehro" "parasite" "alchemy" 0.598 0.519 -10.96 0.0248 0.677 0.0237 0.135 132.041 157184 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5340" "The Du-Rites" "The Sun )" "The Sun )" 0.684 0.699 -8.662 0.0547 0.0576 0.876 0.124 111.018 176343 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5341" "Tennessee Ernie Ford" "Sixteen Tons" "Sixteen Tons" 0.667 0.25 -18.533 0.217 0.757 0 0.25 144.145 155902 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5342" "David Arnold" "High King and Queen of Narnia" "The Chronicles of Narnia: The Voyage of the Dawn Treader (Original Motion Picture Soundtrack)" 0.111 0.043 -18.573 0.0372 0.911 0.932 0.113 82.572 93293 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5343" "David Gilmour" "The Girl In The Yellow Dress" "Rattle That Lock (Deluxe)" 0.569 0.169 -17.309 0.0301 0.822 1.37e-06 0.0896 71.934 325653 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5344" "Sporto Kantès" "Concrete" "Pebble Brain" 0.558 0.727 -7.347 0.0802 0.000248 0.0133 0.119 176.865 196281 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5345" "Broken Back" "We Go" "We Go Up" 0.707 0.909 -3.501 0.261 0.413 0 0.305 145.014 255189 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5346" "Lucio Dalla" "Siamo Dei - Remastered 2020 in 192 KHz" "Dalla (Legacy Edition)" 0.677 0.855 -4.351 0.0656 0.235 4.17e-05 0.0552 127.601 270267 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5347" "Aoife O'Donovan" "Age of Apathy" "Age of Apathy" 0.502 0.117 -18.155 0.0335 0.945 4.39e-05 0.11 101.019 238219 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5348" "The Head And The Heart" "Homecoming Heroes" "Let's Be Still" 0.458 0.711 -8.209 0.0286 0.263 0.275 0.0974 133.626 226226 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5349" "Nathan Evans" "Wellerman - Sea Shanty" "Wellerman (Sea Shanty)" 0.675 0.359 -5.157 0.108 0.614 0 0.137 191.903 155333 4 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0
"5350" "Earth, Wind & Fire" "In the Stone" "I Am" 0.656 0.662 -10.346 0.0493 0.0964 0.000612 0.0853 114.612 288480 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5351" "220 KID" "Stupid Feelings" "Stupid Feelings" 0.715 0.778 -6.546 0.0365 0.0152 0 0.121 123.954 166925 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5352" "My Chemical Romance" "Teenagers" "The Black Parade" 0.463 0.857 -3.063 0.0632 0.0506 0 0.184 111.647 161920 4 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0
"5353" "FIL BO RIVA" "Head Sonata - Acoustic Version" "Head Sonata (Acoustic Version)" 0.708 0.603 -9.01 0.0441 0.781 0.000315 0.105 142.004 201622 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5354" "Kings of Leon" "Be Somebody" "Only By The Night" 0.487 0.835 -6.44 0.0588 0.0274 0.00754 0.211 133.907 227146 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5355" "Kid Simius" "Don Juan Enterprise (feat. L.O.U.)" "Don Juan Enterprise EP" 0.672 0.435 -11.366 0.0364 0.637 0.217 0.174 103.997 235765 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5356" "Solemn Whisper" "A Tough Hand" "A Tough Hand" 0.423 0.0581 -25.503 0.0351 0.995 0.881 0.101 96.947 147250 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5357" "Foxwarren" "Fall Into a Dream" "Foxwarren" 0.754 0.371 -9.976 0.0456 0.685 0.293 0.18 120.152 296910 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5358" "Chordialilies" "From Here to Eternity" "From Here to Eternity" 0.501 0.0921 -26.609 0.0459 0.996 0.951 0.12 139.14 205276 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5359" "Reel Big Fish" "Don't Let Me Down Gently" "Candy Coated Fury" 0.722 0.827 -1.859 0.0375 0.171 0 0.0951 125.076 145280 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5360" "Aukai" "Gloria" "The Best of Branigan" 0.775 0.866 -3.598 0.0295 0.135 0.0376 0.152 131.338 295067 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5361" "The Velvet Underground" "Oh! Sweet Nuthin' - 2015 Remaster" "Loaded: Re-Loaded 45th Anniversary Edition" 0.399 0.467 -11.763 0.0284 0.303 0.0186 0.124 75.601 445187 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5362" "Weightless Light" "Snow Valley - Alpha Sinus 117Hz - 125Hz" "Ocean of Beauty" 0.0688 0.0742 -27.379 0.0474 0.852 0.834 0.112 69.66 249000 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5363" "Louise Attaque" "Tes yeux se moquent" "Louise Attaque" 0.436 0.363 -11.328 0.0302 0.593 0.0126 0.0926 94.108 189227 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5364" "Dooz Kawa" "Me faire la belle" "Bohemian Rap Story" 0.707 0.51 -7.755 0.0493 0.359 6.95e-05 0.281 89.967 213054 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5365" "Aaron Taylor" "I Think I Love You Again" "The Long Way Home" 0.755 0.326 -7.311 0.047 0.44 4.51e-06 0.113 64.953 220000 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5366" "Jade Bird" "Walk Like An Egyptian" "Spotify Singles" 0.602 0.656 -8.677 0.0414 0.00276 0.0114 0.373 110.711 143582 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5367" "Friday And The Fool" "Of Northern Girls" "Of Northern Girls" 0.514 0.629 -12.315 0.0542 0.00612 0.0135 0.195 140.077 265250 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5368" "Anonymous" "Sakura, Sakura (Japanese trad.)" "Cello Moods" 0.117 0.0237 -28.456 0.0498 0.992 0.905 0.0736 83.261 196000 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5369" "Rikas" "Tortellini Tuesday" "Tortellini Tuesday" 0.638 0.869 -4.778 0.0336 0.238 1.33e-05 0.242 133.884 171777 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5370" "Chris Stapleton" "Tennessee Whiskey" "Traveller" 0.392 0.37 -10.888 0.0298 0.205 0.0096 0.0821 48.718 293293 4 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0
"5371" "Mestizo" "Pick Up 52's" "Blindfaith" 0.827 0.717 -5.593 0.281 0.143 0 0.197 90.971 211067 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5372" "iann dior" "shots in the dark (with Trippie Redd)" "Still Here" 0.58 0.651 -5.537 0.0459 0.0275 0 0.102 157.888 188584 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5373" "Fatboy Slim" "Talking Bout My Baby" "Halfway Between the Gutter and the Stars" 0.498 0.771 -6.337 0.0363 0.595 0.609 0.279 100.003 223520 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5374" "Aukai" "Turn a Leaf" "Reminiscence" 0.595 0.15 -16.684 0.0354 0.986 0.785 0.0921 119.952 113815 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5375" "WhoMadeWho" "Space for Rent" "WhoMadeWho" 0.791 0.686 -8.219 0.0328 0.0905 0.451 0.208 118.021 305280 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5376" "Alina Yanovna" "A Secret Within" "A Secret Within" 0.303 0.00561 -28.581 0.0381 0.994 0.889 0.101 68.238 163854 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5377" "Cage The Elephant" "Come A Little Closer" "Melophobia" 0.44 0.778 -1.786 0.0327 0.0265 1.04e-06 0.151 148.038 229347 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5378" "The Jackson 5" "I Want You Back" "Diana Ross Presents The Jackson 5" 0.469 0.538 -13.559 0.0571 0.305 0.00012 0.37 196.605 176333 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5379" "Booker T. & the M.G.'s" "Sunday Sermon" "Stax Profiles: Booker T. & The M.G.'s" 0.608 0.34 -14.344 0.0344 0.332 0.804 0.253 81.117 248627 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5380" "The 1975" "The Sound" "I like it when you sleep, for you are so beautiful yet so unaware of it" 0.648 0.936 -4.745 0.0762 0.085 6.93e-06 0.482 120.708 248879 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5381" "The Oh Hellos" "Soldier, Poet, King" "Dear Wormwood" 0.347 0.758 -7.753 0.0706 0.031 0.000659 0.109 117.959 165674 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5382" "Stela Cole" "I Shot Cupid" "I Shot Cupid" 0.742 0.612 -5.685 0.0831 0.0865 0 0.0441 95.017 164211 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5383" "Seafret" "Drown" "Drown" 0.622 0.45 -6.304 0.0274 0.518 0 0.143 137.931 236346 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5384" "Green Day" "Macy's Day Parade" "International Superhits!" 0.863 0.728 -4.693 0.0327 0.208 0 0.104 108.958 213106 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5385" "Beirut" "Postcards from Italy" "Gulag Orkestar" 0.621 0.569 -7.318 0.0297 0.928 0.0361 0.115 110.022 257480 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"5386" "Coldplay" "Let Somebody Go - Single Version" "Let Somebody Go" 0.639 0.401 -9.091 0.0341 0.204 0.0138 0.11 134.974 212950 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5387" "Madsen" "Nachtbaden" "Frieden im Krieg" 0.31 0.924 -1.595 0.0733 0.0019 0 0.435 153.856 151733 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5388" "Winona Oak" "Control" "Control" 0.599 0.465 -4.95 0.0314 0.643 1.57e-06 0.149 113.82 230880 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5389" "Bring Me The Horizon" "Avalanche" "That's The Spirit" 0.426 0.934 -4.063 0.0685 2.97e-05 0.0089 0.113 160.077 262013 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5390" "Milky Chance" "Colorado - Acoustic Version" "Colorado (Acoustic Version)" 0.762 0.419 -9.635 0.0314 0.659 1.3e-05 0.0571 108.984 175348 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5391" "Cinemagraph" "Smiling Face" "Smiling Face" 0.681 0.769 -6.055 0.0383 0.0429 0 0.105 127.005 215610 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5392" "Mononome" "Besima" "Loralai" 0.601 0.811 -8.93 0.041 0.104 0.237 0.337 92.928 180166 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5393" "Otis Stacks" "Little Pretty" "Fashion Drunk" 0.81 0.502 -10.838 0.264 0.119 0.202 0.113 84.995 168706 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5394" "Modest Mouse" "Dashboard" "We Were Dead Before The Ship Even Sank" 0.639 0.903 -5.013 0.0371 0.00963 7.06e-05 0.174 135.938 246173 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5395" "Caravan Palace" "Russian" "<I°_°I>" 0.803 0.881 -6.626 0.188 0.167 0.00196 0.221 125.985 241367 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5396" "Grateful Dead" "Casey Jones - 2013 Remaster" "Workingman's Dead" 0.671 0.405 -10.052 0.0392 0.385 0 0.132 99.678 265067 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"5397" "AnnenMayKantereit" "Outro" "Proof" 0.809 0.896 -3.463 0.0958 0.012 0.000317 0.0818 116.994 196353 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5398" "Pomplamoose" "Video Killed The Radio Star" "The Age Of Plastic" 0.68 0.678 -11.548 0.0754 0.103 0.00828 0.204 131.165 252773 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5399" "Fernando Alegre" "Harmonie" "Harmonie" 0.323 0.00894 -29.579 0.0493 0.993 0.861 0.11 96.667 149500 5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5400" "Neutral Milk Hotel" "In the Aeroplane Over the Sea" "In the Aeroplane Over the Sea" 0.271 0.714 -5.124 0.0329 0.392 0 0.115 94.158 202347 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5401" "Giant Rooks" "Bright Lies" "New Estate" 0.437 0.573 -7.186 0.043 0.134 0.00204 0.0645 73.55 276858 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"5402" "Aisha Badru" "The Way Back Home" "The Way Back Home" 0.491 0.328 -16.564 0.0384 0.684 0.000146 0.0848 81.958 214361 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5403" "Black Sea Dahu" "Take Stock Of What I Have" "White Creatures" 0.432 0.458 -11.464 0.0485 0.33 0.125 0.109 171.953 191746 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5404" "Ex:Re" "Romance" "Ex:Re" 0.716 0.644 -12.444 0.0719 0.882 0.617 0.138 121.048 403469 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5405" "Mooryc" "Wiped Out" "Wiped Out" 0.722 0.441 -8.213 0.0414 0.907 0.000861 0.151 134.115 225156 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5406" "Gardiner Sisters" "Home / Dirty Paws" "Covers, Vol. 1" 0.665 0.209 -10.884 0.0315 0.845 0 0.112 115.007 173509 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5407" "Samm Henshaw" "Still Broke - A COLORS ENCORE" "Still Broke - A COLORS ENCORE" 0.513 0.445 -12.534 0.258 0.382 1.38e-05 0.0752 71.826 204697 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5408" "George Ogilvie" "IIWII" "White Out" 0.415 0.226 -15.838 0.0297 0.905 0.841 0.359 93.963 288973 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5409" "Catfish and the Bottlemen" "Glasgow" "The Ride" 0.619 0.317 -14.441 0.0541 0.879 8.01e-06 0.101 140.469 157000 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5410" "Bleu Toucan" "Hanoï café" "Origami" 0.565 0.755 -7.402 0.0406 0.258 0.00976 0.219 172.01 194083 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"5411" "Prince" "Purple Rain" "Purple Rain" 0.367 0.452 -10.422 0.0307 0.0353 0.00228 0.689 113.066 520786 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5412" "Elvis Costello" "(I Don't Want To Go To) Chelsea" "The Best Of The First 10 Years" 0.507 0.791 -7.111 0.0386 0.0691 0.00046 0.0482 166.972 190226 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5413" "Gooseworx" "Blackhole Blitz" "Blackhole Blitz" 0.491 0.695 -9.831 0.153 0.133 0.00257 0.203 120 344033 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5414" "Yael Naim" "New Soul" "Yael Naim" 0.582 0.371 -8.519 0.0525 0.748 9.19e-05 0.122 200.085 225106 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5415" "Cari Cari" "Zdarlight 1992" "Zdarlight 1992" 0.609 0.614 -9.907 0.0792 0.187 0.146 0.323 106.078 208869 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5416" "Grizfolk" "Bob Marley" "Waking Up The Giants" 0.562 0.695 -4.662 0.0332 0.0151 0.119 0.122 118.174 216067 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"5417" "Of Monsters and Men" "Dirty Paws" "My Head Is An Animal" 0.359 0.649 -7.06 0.0349 0.107 0.0124 0.0555 111.709 278373 4 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0
"5418" "Busted" "Britney" "Busted" 0.596 0.806 -6.129 0.0296 0.00262 0 0.162 90.998 210560 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5419" "Nick Mulvey" "Cucurucu" "First Mind" 0.559 0.611 -7.932 0.0538 0.173 4.38e-05 0.0839 97.006 267573 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5420" "Joshua Burnside" "Driving Alone in the City at Night - Demo" "Higher Places" 0.525 0.0717 -18.217 0.0373 0.946 1.51e-06 0.128 137.718 204000 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5421" "Junip" "The Ghost of Tom Joad" "Fields" 0.54 0.637 -7.609 0.0346 0.699 0.0816 0.131 88.855 251280 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5422" "Lílian Pinto" "primeiro verão" "primeiro verão" 0.33 0.0576 -23.233 0.0387 0.995 0.912 0.097 69.092 208625 5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5423" "Joji" "SLOW DANCING IN THE DARK" "BALLADS 1" 0.515 0.479 -7.458 0.0261 0.544 0.00598 0.191 88.964 209274 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5424" "Liedfett" "Ball" "Balling (feat. Songer, Mr Traumatik, Devilman & OneDa) [Edit]" 0.819 0.741 -4.778 0.0968 0.0569 0 0.159 87.016 266207 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5425" "John Stewart" "Cannons In The Rain" "Cannons In The Rain" 0.519 0.32 -11.92 0.025 0.864 0.00191 0.0896 79.441 204480 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5426" "War" "Why Can't We Be Friends" "Why Can't We Be Friends?" 0.776 0.68 -10.088 0.0389 0.179 0 0.483 92.481 230107 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5427" "10cc" "Good Morning Judge" "Deceptive Bends" 0.737 0.642 -9.492 0.0916 0.0185 0.00415 0.0726 106.742 174667 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5428" "Natalia Lafourcade" "Nunca Es Suficiente" "Hasta la Raíz (Edición Especial)" 0.699 0.61 -9.308 0.0541 0.511 2.31e-06 0.127 178.112 237107 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5429" "Mock & Toof" "Farewell To Wendo" "Tuning Echoes" 0.785 0.592 -9.073 0.0532 0.807 0.299 0.107 119.985 332253 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5430" "Black Joe Lewis & The Honeybears" "Get Yo Shit" "Tell 'Em What Your Name Is!" 0.709 0.601 -3.877 0.0374 0.00921 0 0.0736 113.044 167800 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5431" "Paramore" "Interlude: I'm Not Angry Anymore" "Paramore" 0.469 0.309 -13.694 0.091 0.965 0 0.115 112.412 52600 4 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0
"5432" "ViVii" "And Tragic" "ViVii" 0.371 0.555 -9.814 0.0323 0.74 0.413 0.154 162.05 278173 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"5433" "The Young'uns" "Trench Tales" "The Ballad of Johnny Longstaff" 0.714 0.429 -11.169 0.925 0.761 0 0.769 130.261 161893 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5434" "Yo La Tengo" "Friday I'm In Love" "Stuff Like That There" 0.53 0.487 -9.621 0.0302 0.791 0.00329 0.107 141.425 191333 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5435" "Simon & Garfunkel" "The Boxer" "Bridge Over Troubled Water" 0.439 0.488 -14.464 0.0615 0.702 0.000339 0.16 93.017 308520 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
